Student;Loesung;Aufgabe 1a;Aufgabe 1b;Aufgabe 1c;Aufgabe 1d;Aufgabe 1e;Aufgabe 2a;Aufgabe 2b;Aufgabe 2c;Aufgabe 2d;Aufgabe 2e;Aufgabe 2f;Testfall Measurement-Konstruktor;Testfall Measurement.addValue() #1;Testfall Measurement.addValue() #2;Testfall Measurement.addValues() #1;Testfall Measurement.addValues() #2;Testfall Measurement.getMinimumValue() #1;Testfall Measurement.getMinimumValue() #2;Testfall Measurement.getValuesAboveThreshold() #1;Testfall Measurement.getValuesAboveThreshold() #2;Testfall Measurement.getValuesAboveThreshold() #3;Testfall Matrix-Konstruktor;Testfall Matrix.scalarMultiplication() #1;Testfall Matrix.scalarMultiplication() #2;Testfall Matrix.scalarMultiplication() #3;Testfall Matrix.add() #1;Testfall Matrix.add() #2;Testfall Matrix.getColumnVector() #1;Testfall Matrix.getColumnVector() #2;Testfall Matrix.IsEqualTo() #1;Testfall Matrix.IsEqualTo() #2;Testfall Matrix.IsEqualTo() #3;Testfall Matrix.transpose() #1;Testfall Matrix.transpose() #2;Testfall Matrix.transpose() #3;Code Viewer Links 
003763C5;2015-11-17T16-46-07 (100 Punkte - 15759 Bytes);1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=003763C5+2015-11-17T16-46-07+(100+Punkte+-+15759+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=003763C5+2015-11-17T16-46-07+(100+Punkte+-+15759+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=003763C5+2015-11-17T16-46-07+(100+Punkte+-+15759+Bytes)"";""Links"")"
007DCA14;2015-11-29T10-54-28 (22 Punkte - 5678 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=007DCA14+2015-11-29T10-54-28+(22+Punkte+-+5678+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=007DCA14+2015-11-29T10-54-28+(22+Punkte+-+5678+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=007DCA14+2015-11-29T10-54-28+(22+Punkte+-+5678+Bytes)"";""Links"")"
007DCA14;2015-12-01T22-46-43 (100 Punkte - 8397 Bytes);1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=007DCA14+2015-12-01T22-46-43+(100+Punkte+-+8397+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=007DCA14+2015-12-01T22-46-43+(100+Punkte+-+8397+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=007DCA14+2015-12-01T22-46-43+(100+Punkte+-+8397+Bytes)"";""Links"")"
00B8A219;2015-11-10T06-01-14 (22 Punkte - 5678 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=00B8A219+2015-11-10T06-01-14+(22+Punkte+-+5678+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=00B8A219+2015-11-10T06-01-14+(22+Punkte+-+5678+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=00B8A219+2015-11-10T06-01-14+(22+Punkte+-+5678+Bytes)"";""Links"")"
00B8A219;2015-11-12T14-15-19 (24 Punkte - 5715 Bytes);1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=00B8A219+2015-11-12T14-15-19+(24+Punkte+-+5715+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=00B8A219+2015-11-12T14-15-19+(24+Punkte+-+5715+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=00B8A219+2015-11-12T14-15-19+(24+Punkte+-+5715+Bytes)"";""Links"")"
00B8A219;2015-11-18T20-47-21 (78 Punkte - 6933 Bytes);1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=00B8A219+2015-11-18T20-47-21+(78+Punkte+-+6933+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=00B8A219+2015-11-18T20-47-21+(78+Punkte+-+6933+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=00B8A219+2015-11-18T20-47-21+(78+Punkte+-+6933+Bytes)"";""Links"")"
00B8A219;2015-11-19T14-18-26 (87 Punkte - 8231 Bytes);1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=00B8A219+2015-11-19T14-18-26+(87+Punkte+-+8231+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=00B8A219+2015-11-19T14-18-26+(87+Punkte+-+8231+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=00B8A219+2015-11-19T14-18-26+(87+Punkte+-+8231+Bytes)"";""Links"")"
00B8A219;2015-11-19T14-21-44 (91 Punkte - 8234 Bytes);1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=00B8A219+2015-11-19T14-21-44+(91+Punkte+-+8234+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=00B8A219+2015-11-19T14-21-44+(91+Punkte+-+8234+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=00B8A219+2015-11-19T14-21-44+(91+Punkte+-+8234+Bytes)"";""Links"")"
00B8A219;2015-11-19T14-29-15 (91 Punkte - 8223 Bytes);1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=00B8A219+2015-11-19T14-29-15+(91+Punkte+-+8223+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=00B8A219+2015-11-19T14-29-15+(91+Punkte+-+8223+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=00B8A219+2015-11-19T14-29-15+(91+Punkte+-+8223+Bytes)"";""Links"")"
00B8A219;2015-11-19T14-33-38 (91 Punkte - 8223 Bytes);1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&middleSubmission=00B8A219+2015-11-19T14-33-38+(91+Punkte+-+8223+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&rightSubmission=00B8A219+2015-11-19T14-33-38+(91+Punkte+-+8223+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+2&leftSubmission=00B8A219+2015-11-19T14-33-38+(91+Punkte+-+8223+Bytes)"";""Links"")"
