Student;Loesung;Aufgabe 1.2;Aufgabe 1.3;Aufgabe 1.4;Aufgabe 2.2;Aufgabe 2.3;Aufgabe 2.4;Aufgabe 2.5;Aufgabe 2.6;Aufgabe 2.7;Aufgabe 2.8;Testfall Point.Point(double initX, double initY);Testfall Point.getX();Testfall Point.setX();Testfall Point.getY();Testfall Point.setY();Testfall Point.getDistance() #1;Testfall Circle.Circle(Point initLocation, double initRadius);Testfall Circle.getRadius();Testfall Circle.setRadius();Testfall Circle.getLocation();Testfall Circle.setRadius();Testfall Circle.getDiameter();Testfall Circle.getCircumference();Testfall Circle.getArea();Testfall Circle.containsPoint() #1;Testfall Circle.containsPoint() #2;Testfall Circle.containsPoint() #3;Testfall Circle.containsPoint() #4;Testfall Circle.fromPoints() #1;Testfall Circle.fromPoints() #2;Code Viewer Links 
0002CADB;2015-11-02T18-21-18 (100 Punkte - 2173 Bytes);1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-02T18-21-18+(100+Punkte+-+2173+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-02T18-21-18+(100+Punkte+-+2173+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-02T18-21-18+(100+Punkte+-+2173+Bytes)"";""Links"")"
0002CADB;2015-11-06T10-57-50 (0 Punkte - 2151 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T10-57-50+(0+Punkte+-+2151+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T10-57-50+(0+Punkte+-+2151+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T10-57-50+(0+Punkte+-+2151+Bytes)"";""Links"")"
0002CADB;2015-11-06T10-57-52 (0 Punkte - 2151 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T10-57-52+(0+Punkte+-+2151+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T10-57-52+(0+Punkte+-+2151+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T10-57-52+(0+Punkte+-+2151+Bytes)"";""Links"")"
0002CADB;2015-11-06T11-13-23 (0 Punkte - 2078 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T11-13-23+(0+Punkte+-+2078+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T11-13-23+(0+Punkte+-+2078+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T11-13-23+(0+Punkte+-+2078+Bytes)"";""Links"")"
0002CADB;2015-11-06T11-15-32 (0 Punkte - 2079 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T11-15-32+(0+Punkte+-+2079+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T11-15-32+(0+Punkte+-+2079+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T11-15-32+(0+Punkte+-+2079+Bytes)"";""Links"")"
0002CADB;2015-11-06T11-18-31 (0 Punkte - 2079 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T11-18-31+(0+Punkte+-+2079+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T11-18-31+(0+Punkte+-+2079+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T11-18-31+(0+Punkte+-+2079+Bytes)"";""Links"")"
0002CADB;2015-11-06T11-20-26 (15 Punkte - 2079 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T11-20-26+(15+Punkte+-+2079+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T11-20-26+(15+Punkte+-+2079+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T11-20-26+(15+Punkte+-+2079+Bytes)"";""Links"")"
0002CADB;2015-11-06T11-25-58 (100 Punkte - 2104 Bytes);1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T11-25-58+(100+Punkte+-+2104+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T11-25-58+(100+Punkte+-+2104+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T11-25-58+(100+Punkte+-+2104+Bytes)"";""Links"")"
0002CADB;2015-11-06T11-42-15 (0 Punkte - 2042 Bytes);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=0002CADB+2015-11-06T11-42-15+(0+Punkte+-+2042+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=0002CADB+2015-11-06T11-42-15+(0+Punkte+-+2042+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=0002CADB+2015-11-06T11-42-15+(0+Punkte+-+2042+Bytes)"";""Links"")"
003763C5;2015-11-03T14-59-05 (100 Punkte - 2173 Bytes);1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"=HYPERLINK(""http://localhost:8080/?middleGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&middleSubmission=003763C5+2015-11-03T14-59-05+(100+Punkte+-+2173+Bytes)"";""Original"")";"=HYPERLINK(""http://localhost:8080/?rightGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&rightSubmission=003763C5+2015-11-03T14-59-05+(100+Punkte+-+2173+Bytes)"";""Rechts"")";"=HYPERLINK(""http://localhost:8080/?leftGroup=WS+2015-16/Miniprojekte/Miniprojekt+1&leftSubmission=003763C5+2015-11-03T14-59-05+(100+Punkte+-+2173+Bytes)"";""Links"")"
